Job Code,Company Name,B.Tech Job Designation,B.Tech Gross Salary,B.Tech CTC,Raw_JD_Text_Summary,Job_Description
9543,Samsung Semiconductor India Research,Senior Engineer Software,1858985,3635000,"Job Details
We are hiring for Software role for exciting range of products.
Primarily these areas fall under Embedded System, Wireless Communication and Next Gen Chip
Fabrication categories. Under software profiles, students can let us know their interest area during
the interviews & we can allocate them to relevant projects subject to requirements.
The main areas of work at Samsung semiconductor are as follows :-
Embedded Systems: Device Drivers & Firmware (BSP, eMMC/UFS/SSD, Power management I",
9180,Prototyze Services Pvt Ltd,N/A,N/A,N/A,"Job Details
Prototyze is a venture studio based in Goa. In our 24-year history, we’ve created many successful businesses that include Synapse which is focussed on communication, ScreenRoot that designs screen-based interfaces, Visual JuJu which helps businesses communicate in multimedia, Report Yak that specializes in creating reports, and Deck Sherpa which is a global presentation design studio. All these firms work with industry-leading clients and brands and are growing.
Established to addres",
9178,Prototyze Services Pvt Ltd,N/A,N/A,N/A,"Job Details
Prototyze is a venture studio based in Goa. In our 24-year history, we’ve created many successful businesses that include Synapse which is focussed on communication, ScreenRoot that designs screen-based interfaces, Visual JuJu which helps businesses communicate in multimedia, Report Yak that specializes in creating reports, and Deck Sherpa which is a global presentation design studio. All these firms work with industry-leading clients and brands and are growing.
The Role:
As a UX Des",
9179,Prototyze Services Pvt Ltd,N/A,N/A,N/A,"Job Details
Prototyze is a venture studio based in Goa. In our 24-year history, we’ve created many successful businesses that include Synapse which is focussed on communication, ScreenRoot that designs screen-based interfaces, Visual JuJu which helps businesses communicate in multimedia, Report Yak that specializes in creating reports, and Deck Sherpa which is a global presentation design studio. All these firms work with industry-leading clients and brands and are growing.
Synapse
is a communic",
9177,Prototyze Services Pvt Ltd,N/A,N/A,N/A,"Job Details
Prototyze is a venture studio based in Goa. In our 24-year history, we’ve created many successful businesses that include Synapse which is focussed on communication, ScreenRoot that designs screen-based interfaces, Visual JuJu which helps businesses communicate in multimedia, Report Yak that specializes in creating reports, and Deck Sherpa which is a global presentation design studio. All these firms work with industry-leading clients and brands and are growing.
The Role:
As a UI Des",
8944,Qualcomm,0,0,0,"Job Details
Job Title Systems Engineers/Specialist (PHY and MAC Layer) Company - Division Qualcomm Technologies, Inc. – Qualcomm CDMA Technologies (QCT) and Qualcomm Research India Job Area Engineering - Systems Location Hyderabad Educational Requirements Masters in Electrical Engineering (Communications/Signal Processing areas) Ph.D. in Electrical Engineering (Communications/Signal Processing areas) Overview Over the past thirty years, the systems engineering team at Qualcomm conceived and comm",
8945,Qualcomm,0,0,0,"Job Details
Team Modem FW Engineer Organization Qualcomm Technologies, Inc.
Job Area : Engineering
Location : Hyderabad
Educational Requirements: Master’s in Electrical Communications Engineering
Overview : The Firmware Team at Qualcomm India: • Develops highly optimal drivers for the proprietary hardware that lies at the heart of all of Qualcomm’s leading-edge offerings • Contributes to hardware conceptualization and choices for optimal performance • Works closely with the Layer 1 protocol engi",
8946,Qualcomm,0,0,0,"Job Details
1. Job Title : Multimedia systems engineer
2. Company: Qualcomm Technologies, Inc.
3. Job Area: Engineering - Systems
4. Location: Bangalore, India
5. Job Function: Qualcomm is the innovation leader in the area of integrated chipsets that power advanced mobile devices. We are building on and expanding our reputation as the industry powerhouse for innovation in both wireless technologies and enabling advanced multimedia capabilities. Join Qualcomm India and become part of the growing ",
8947,Qualcomm,0,0,0,"Job Details
AI/ML Engineer
Interested in accelerating machine learning and artificial intelligence on mobile devices for millions of 
users. Come join our team. We are building software platforms that enable users of Qualcomm’s silicon 
to construct optimized neural networks and machine learning algorithms. We are looking for software 
engineers with a machine learning or compiler background who will help us build these software 
platforms. In this role, you will construct and tune machine learn",
8948,Qualcomm,0,0,0,"Job Details
Job Title RF/Analog IC Design Engineer
Company - Division Qualcomm Technologies, Inc.
Job Area RF/Analog IC Design
Location Bangalore
Educational Requirements Master’s in electrical engineering (RF/Analog IC Design areas) Ph.D. in Electrical Engineering (RF/Analog IC Design areas)
Overview Qualcomm's Radio Frequency Integrated Circuit (RFIC) design center in Bangalore designs advanced cellular RFIC's and RF Front Ends (RFFE) which enable 2G, 3G, 4G and 5G NR solutions for the world-w",
8949,Qualcomm,0,0,0,"Job Details
Systems role As a member of our Graphics System team, you will help analyze and develop our next generation graphics core for mobile devices. You will be responsible for analysis and development of the GPU architecture tools and methodologies. You are expected to understand the design and implementation, define the development scope, analyze/develop the algorithm for some functional blocks, and verify the correctness and performance of the design. You will be working with architects,",
